ï»¿Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
SE,SP,RIO CLARO,AUTO POSTO JORDAO LTDA., 59.690.354/0001-58,RUA QUATORZE,405,,OLIMPICO,13500-270,GASOLINA ADITIVADA,26/08/2026,"6,30",,R$ / litro,RAIZEN
SE,SP,RIO CLARO,AUTO POSTO JORDAO LTDA., 59.690.354/0001-58,RUA QUATORZE,405,,OLIMPICO,13500-270,ETANOL,26/08/2026,"3,59",,R$ / litro,RAIZEN
SE,SP,RIO CLARO,AUTO POSTO MILANO - RIO CLARO LTDA, 04.566.131/0001-91,RUA 14,134,-,DO ESTADIO,13500-270,GASOLINA ADITIVADA,26/08/2026,"6,69",,R$ / litro,IPIRANGA
SE,SP,RIO CLARO,AUTO POSTO MILANO - RIO CLARO LTDA, 04.566.131/0001-91,RUA 14,134,-,DO ESTADIO,13500-270,ETANOL,26/08/2026,"3,89",,R$ / litro,IPIRANGA
SE,SP,RIO CLARO,AUTO POSTO MILANO - RIO CLARO LTDA, 04.566.131/0001-91,RUA 14,134,-,DO ESTADIO,13500-270,GASOLINA,26/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,RIO CLARO,POSTO RIO CLARO CENTER SHOPPING LTDA, 03.796.292/0001-09,RUA 1 B,32,,VILA HORTO FLORESTAL,13506-813,GASOLINA,26/08/2026,"5,99",,R$ / litro,RAIZEN
SE,SP,RIO CLARO,POSTO RIO CLARO CENTER SHOPPING LTDA, 03.796.292/0001-09,RUA 1 B,32,,VILA HORTO FLORESTAL,13506-813,GASOLINA ADITIVADA,26/08/2026,"6,29",,R$ / litro,RAIZEN
SE,SP,RIO CLARO,POSTO RIO CLARO CENTER SHOPPING LTDA, 03.796.292/0001-09,RUA 1 B,32,,VILA HORTO FLORESTAL,13506-813,ETANOL,26/08/2026,"3,39",,R$ / litro,RAIZEN
SE,SP,RIO CLARO,AUTO POSTO PARAQUEDA LTDA, 01.416.525/0001-75,RUA 14,603,,CENTRO,13500-470,GASOLINA,26/08/2026,"5,89",,R$ / litro,NEXTA
SE,SP,RIO CLARO,AUTO POSTO PARAQUEDA LTDA, 01.416.525/0001-75,RUA 14,603,,CENTRO,13500-470,GASOLINA ADITIVADA,26/08/2026,"6,09",,R$ / litro,NEXTA
SE,SP,RIO CLARO,AUTO POSTO PARAQUEDA LTDA, 01.416.525/0001-75,RUA 14,603,,CENTRO,13500-470,ETANOL,26/08/2026,"3,49",,R$ / litro,NEXTA
SE,SP,SALTO,CARREFOUR COMERCIO E INDUSTRIA LTDA, 45.543.915/0379-30,RUA CAMPOS SALES,725,SETOR I,VILA NOVA,13322-060,GASOLINA,26/08/2026,"5,94",,R$ / litro,BRANCA
SE,SP,SALTO,CARREFOUR COMERCIO E INDUSTRIA LTDA, 45.543.915/0379-30,RUA CAMPOS SALES,725,SETOR I,VILA NOVA,13322-060,GASOLINA ADITIVADA,26/08/2026,"6,14",,R$ / litro,BRANCA
SE,SP,SALTO,CARREFOUR COMERCIO E INDUSTRIA LTDA, 45.543.915/0379-30,RUA CAMPOS SALES,725,SETOR I,VILA NOVA,13322-060,ETANOL,26/08/2026,"3,44",,R$ / litro,BRANCA
SE,SP,SALTO,POSTO MIL SALTO LTDA, 06.919.335/0001-94,AVENIDA DOS TRABALHADORES,1555,,JARDIM MARILIA,13323-000,GASOLINA,26/08/2026,"6,59",,R$ / litro,RAIZEN
SE,SP,SALTO,POSTO MIL SALTO LTDA, 06.919.335/0001-94,AVENIDA DOS TRABALHADORES,1555,,JARDIM MARILIA,13323-000,GASOLINA ADITIVADA,26/08/2026,"6,59",,R$ / litro,RAIZEN
SE,SP,SALTO,POSTO MIL SALTO LTDA, 06.919.335/0001-94,AVENIDA DOS TRABALHADORES,1555,,JARDIM MARILIA,13323-000,ETANOL,26/08/2026,"3,89",,R$ / litro,RAIZEN
SE,SP,SALTO,POSTO M. DEODORO DE SALTO LIMITADA, 01.262.418/0001-30,RUA MARECHAL DEODORO,876/80,,CENTRO,13320-140,GASOLINA,26/08/2026,"6,59",,R$ / litro,RAIZEN
SE,SP,SALTO,POSTO M. DEODORO DE SALTO LIMITADA, 01.262.418/0001-30,RUA MARECHAL DEODORO,876/80,,CENTRO,13320-140,GASOLINA ADITIVADA,26/08/2026,"6,59",,R$ / litro,RAIZEN
SE,SP,SALTO,POSTO M. DEODORO DE SALTO LIMITADA, 01.262.418/0001-30,RUA MARECHAL DEODORO,876/80,,CENTRO,13320-140,ETANOL,26/08/2026,"3,89",,R$ / litro,RAIZEN
SE,SP,SALTO,VIA REGIO AUTO CENTER LTDA, 00.401.856/0001-79,RUA RIO BRANCO,1470,,CENTRO,13320-271,GASOLINA,26/08/2026,"6,60",,R$ / litro,IPIRANGA
SE,SP,SALTO,VIA REGIO AUTO CENTER LTDA, 00.401.856/0001-79,RUA RIO BRANCO,1470,,CENTRO,13320-271,GASOLINA ADITIVADA,26/08/2026,"6,72",,R$ / litro,IPIRANGA
SE,SP,SALTO,VIA REGIO AUTO CENTER LTDA, 00.401.856/0001-79,RUA RIO BRANCO,1470,,CENTRO,13320-271,ETANOL,26/08/2026,"3,78",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO SYSTEM LTDA, 09.305.931/0001-72,AVENIDA CELSO GARCIA,4314,,TATUAPE,03064-000,GASOLINA,26/08/2026,"6,09",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO SYSTEM LTDA, 09.305.931/0001-72,AVENIDA CELSO GARCIA,4314,,TATUAPE,03064-000,GASOLINA ADITIVADA,26/08/2026,"6,37",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO SYSTEM LTDA, 09.305.931/0001-72,AVENIDA CELSO GARCIA,4314,,TATUAPE,03064-000,ETANOL,26/08/2026,"3,47",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO ESTRELA DALVA DO CURUCA LTDA, 09.145.940/0001-43,RUA JAGUAR,1,,VILA CURUCA,08030-460,GASOLINA,26/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO ESTRELA DALVA DO CURUCA LTDA, 09.145.940/0001-43,RUA JAGUAR,1,,VILA CURUCA,08030-460,GASOLINA ADITIVADA,26/08/2026,"6,69",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO ESTRELA DALVA DO CURUCA LTDA, 09.145.940/0001-43,RUA JAGUAR,1,,VILA CURUCA,08030-460,ETANOL,26/08/2026,"3,59",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO NOVA RADIAL LTDA, 08.719.266/0001-09,RUA RIO BOM,100,,VILA PROGRESSO (ZONA LESTE),08240-360,GASOLINA,26/08/2026,"6,29",,R$ / litro,VIBRA
SE,SP,SAO PAULO,AUTO POSTO NOVA RADIAL LTDA, 08.719.266/0001-09,RUA RIO BOM,100,,VILA PROGRESSO (ZONA LESTE),08240-360,GASOLINA ADITIVADA,26/08/2026,"6,29",,R$ / litro,VIBRA
SE,SP,SAO PAULO,AUTO POSTO NOVA RADIAL LTDA, 08.719.266/0001-09,RUA RIO BOM,100,,VILA PROGRESSO (ZONA LESTE),08240-360,ETANOL,26/08/2026,"3,69",,R$ / litro,VIBRA
SE,SP,SAO PAULO,ARGETAX ADMINISTRACAO E PARTICIPACOES EM EMPREENDIMENTOS COMERCIAIS LTDA, 04.383.988/0005-08,AVENIDA CELSO GARCIA,1472,,BELEM,03014-000,GASOLINA,26/08/2026,"6,29",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,ARGETAX ADMINISTRACAO E PARTICIPACOES EM EMPREENDIMENTOS COMERCIAIS LTDA, 04.383.988/0005-08,AVENIDA CELSO GARCIA,1472,,BELEM,03014-000,GASOLINA ADITIVADA,26/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,ARGETAX ADMINISTRACAO E PARTICIPACOES EM EMPREENDIMENTOS COMERCIAIS LTDA, 04.383.988/0005-08,AVENIDA CELSO GARCIA,1472,,BELEM,03014-000,ETANOL,26/08/2026,"3,59",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,SERVIÃOS AUTOMOTIVOS PEDRODAVI LTDA., 08.859.824/0001-23,RUA PAULO ANDREGHETTI,1484,,PARI,03022-000,GASOLINA,26/08/2026,"5,88",,R$ / litro,BRANCA
SE,SP,SAO PAULO,SERVIÃOS AUTOMOTIVOS PEDRODAVI LTDA., 08.859.824/0001-23,RUA PAULO ANDREGHETTI,1484,,PARI,03022-000,GASOLINA ADITIVADA,26/08/2026,"5,98",,R$ / litro,BRANCA
SE,SP,SAO PAULO,SERVIÃOS AUTOMOTIVOS PEDRODAVI LTDA., 08.859.824/0001-23,RUA PAULO ANDREGHETTI,1484,,PARI,03022-000,ETANOL,26/08/2026,"3,46",,R$ / litro,BRANCA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO MARECHAL TITO LTDA, 02.896.960/0001-07,AVENIDA MARECHAL TITO,3300,,SAO MIGUEL,08115-000,GASOLINA,26/08/2026,"5,99",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO MARECHAL TITO LTDA, 02.896.960/0001-07,AVENIDA MARECHAL TITO,3300,,SAO MIGUEL,08115-000,GASOLINA ADITIVADA,26/08/2026,"6,29",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO MARECHAL TITO LTDA, 02.896.960/0001-07,AVENIDA MARECHAL TITO,3300,,SAO MIGUEL,08115-000,ETANOL,26/08/2026,"3,39",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AVIGNON COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA, 07.093.284/0001-57,AVENIDA CONDESSA ELIZABETH DE ROBIANO,3280,,JD AMERICA DA  PENHA,03704-000,GASOLINA,26/08/2026,"6,19",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AVIGNON COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA, 07.093.284/0001-57,AVENIDA CONDESSA ELIZABETH DE ROBIANO,3280,,JD AMERICA DA  PENHA,03704-000,GASOLINA ADITIVADA,26/08/2026,"6,19",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AVIGNON COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA, 07.093.284/0001-57,AVENIDA CONDESSA ELIZABETH DE ROBIANO,3280,,JD AMERICA DA  PENHA,03704-000,ETANOL,26/08/2026,"3,49",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO EVOLUTION LTDA, 06.067.089/0001-90,RUA MELO PEIXOTO,1779,,TATUAPE,03070-000,GASOLINA,26/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO EVOLUTION LTDA, 06.067.089/0001-90,RUA MELO PEIXOTO,1779,,TATUAPE,03070-000,GASOLINA ADITIVADA,26/08/2026,"6,59",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO EVOLUTION LTDA, 06.067.089/0001-90,RUA MELO PEIXOTO,1779,,TATUAPE,03070-000,ETANOL,26/08/2026,"3,79",,R$ / litro,BRANCA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO ALTEROSA EIRELI, 02.072.923/0001-84,RUA TERRA SEM MALES,31,,VILA CURUÃÃ,08160-390,GASOLINA ADITIVADA,26/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO ALTEROSA EIRELI, 02.072.923/0001-84,RUA TERRA SEM MALES,31,,VILA CURUÃÃ,08160-390,ETANOL,26/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO ALTEROSA EIRELI, 02.072.923/0001-84,RUA TERRA SEM MALES,31,,VILA CURUÃÃ,08160-390,GASOLINA,26/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO CENTER MERCURIO LTDA, 05.352.972/0001-69,AVENIDA NORDESTINA,5723,,SAO MIGUEL PAULISTA,08431-410,GASOLINA,26/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO CENTER MERCURIO LTDA, 05.352.972/0001-69,AVENIDA NORDESTINA,5723,,SAO MIGUEL PAULISTA,08431-410,GASOLINA ADITIVADA,26/08/2026,"6,49",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO CENTER MERCURIO LTDA, 05.352.972/0001-69,AVENIDA NORDESTINA,5723,,SAO MIGUEL PAULISTA,08431-410,ETANOL,26/08/2026,"3,79",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO LIDER-BANDEIRAS LTDA, 05.025.949/0001-60,AVENIDA PRESIDENTE CASTELO BRANCO,3345,,BOM RETIRO,01142-200,GASOLINA,26/08/2026,"5,84",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO LIDER-BANDEIRAS LTDA, 05.025.949/0001-60,AVENIDA PRESIDENTE CASTELO BRANCO,3345,,BOM RETIRO,01142-200,GASOLINA ADITIVADA,26/08/2026,"6,04",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO LIDER-BANDEIRAS LTDA, 05.025.949/0001-60,AVENIDA PRESIDENTE CASTELO BRANCO,3345,,BOM RETIRO,01142-200,ETANOL,26/08/2026,"3,27",,R$ / litro,BRANCA
SE,SP,SAO PAULO,LAGUNA AUTO POSTO LTDA, 00.880.516/0001-78,RUA DR JOSE PEREIRA GOMES,681,,JD DAS OLIVEIRAS,08111-310,GASOLINA,26/08/2026,"6,69",,R$ / litro,VIBRA
SE,SP,SAO PAULO,LAGUNA AUTO POSTO LTDA, 00.880.516/0001-78,RUA DR JOSE PEREIRA GOMES,681,,JD DAS OLIVEIRAS,08111-310,GASOLINA ADITIVADA,26/08/2026,"6,89",,R$ / litro,VIBRA
SE,SP,SAO PAULO,LAGUNA AUTO POSTO LTDA, 00.880.516/0001-78,RUA DR JOSE PEREIRA GOMES,681,,JD DAS OLIVEIRAS,08111-310,ETANOL,26/08/2026,"3,99",,R$ / litro,VIBRA
SE,SP,SAO PAULO,NOVA CURUCA AUTO POSTO LTDA, 05.058.354/0001-00,RUA IVOTURUCAIA,183,,VILA CURUCA,08030-070,GASOLINA,26/08/2026,"5,59",,R$ / litro,BRANCA
SE,SP,SAO PAULO,NOVA CURUCA AUTO POSTO LTDA, 05.058.354/0001-00,RUA IVOTURUCAIA,183,,VILA CURUCA,08030-070,ETANOL,26/08/2026,"3,19",,R$ / litro,BRANCA
SE,SP,SAO PAULO,CHAPARRAL COMERCIO DE COMBUSTIVEIS AUTOMOTIVOS LTDA, 04.750.757/0001-53,AVENIDA CONDESSA ELIZABETH ROBIANO,2222,,PENHA DE FRANCA,03704-000,GASOLINA,26/08/2026,"6,19",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CHAPARRAL COMERCIO DE COMBUSTIVEIS AUTOMOTIVOS LTDA, 04.750.757/0001-53,AVENIDA CONDESSA ELIZABETH ROBIANO,2222,,PENHA DE FRANCA,03704-000,GASOLINA ADITIVADA,26/08/2026,"6,19",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CHAPARRAL COMERCIO DE COMBUSTIVEIS AUTOMOTIVOS LTDA, 04.750.757/0001-53,AVENIDA CONDESSA ELIZABETH ROBIANO,2222,,PENHA DE FRANCA,03704-000,ETANOL,26/08/2026,"3,59",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,MARIA AMELIA AUTO POSTO LTDA, 04.404.938/0001-28,RUA PROFESSOR EDGAR SANTOS,600,,JARDIM MARINA,03560-080,GASOLINA,26/08/2026,"6,59",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,MARIA AMELIA AUTO POSTO LTDA, 04.404.938/0001-28,RUA PROFESSOR EDGAR SANTOS,600,,JARDIM MARINA,03560-080,GASOLINA ADITIVADA,26/08/2026,"6,99",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,MARIA AMELIA AUTO POSTO LTDA, 04.404.938/0001-28,RUA PROFESSOR EDGAR SANTOS,600,,JARDIM MARINA,03560-080,ETANOL,26/08/2026,"3,99",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CAPRI COMERCIO DE LUBRIFICANTES LTDA., 03.910.426/0001-70,AVENIDA LIDER,1579,,CIDADE LIDER,08285-000,GASOLINA,26/08/2026,"6,29",,R$ / litro,VIBRA
SE,SP,SAO PAULO,CAPRI COMERCIO DE LUBRIFICANTES LTDA., 03.910.426/0001-70,AVENIDA LIDER,1579,,CIDADE LIDER,08285-000,GASOLINA ADITIVADA,26/08/2026,"6,29",,R$ / litro,VIBRA
SE,SP,SAO PAULO,CAPRI COMERCIO DE LUBRIFICANTES LTDA., 03.910.426/0001-70,AVENIDA LIDER,1579,,CIDADE LIDER,08285-000,ETANOL,26/08/2026,"3,59",,R$ / litro,VIBRA
SE,SP,SAO PAULO,REDE MARTHA COMERCIO DE COMBUSTIVEIS LTDA, 02.290.698/0001-52,RUA SALVADOR GIANETTI,118,,GUAIANAZES,08410-000,GASOLINA,26/08/2026,"6,19",,R$ / litro,BRANCA
SE,SP,SAO PAULO,REDE MARTHA COMERCIO DE COMBUSTIVEIS LTDA, 02.290.698/0001-52,RUA SALVADOR GIANETTI,118,,GUAIANAZES,08410-000,GASOLINA ADITIVADA,26/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,SAO PAULO,REDE MARTHA COMERCIO DE COMBUSTIVEIS LTDA, 02.290.698/0001-52,RUA SALVADOR GIANETTI,118,,GUAIANAZES,08410-000,ETANOL,26/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO VIRGINIA FERNI LTDA, 02.102.702/0001-01,RUA VIRGINIA FERNI,200,,COHAB J.BONIFACIO,08253-000,GASOLINA,26/08/2026,"6,29",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO VIRGINIA FERNI LTDA, 02.102.702/0001-01,RUA VIRGINIA FERNI,200,,COHAB J.BONIFACIO,08253-000,GASOLINA ADITIVADA,26/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO VIRGINIA FERNI LTDA, 02.102.702/0001-01,RUA VIRGINIA FERNI,200,,COHAB J.BONIFACIO,08253-000,ETANOL,26/08/2026,"3,69",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO VILA ROSA LTDA, 01.369.052/0001-00,RUA MIGUEL A DA FONSECA,1420,,GUAIANAZES,08461-110,GASOLINA,26/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO VILA ROSA LTDA, 01.369.052/0001-00,RUA MIGUEL A DA FONSECA,1420,,GUAIANAZES,08461-110,GASOLINA ADITIVADA,26/08/2026,"6,49",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO VILA ROSA LTDA, 01.369.052/0001-00,RUA MIGUEL A DA FONSECA,1420,,GUAIANAZES,08461-110,ETANOL,26/08/2026,"3,79",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,PESSEGO COMERCIO E SERVICOS DE COMB.E LUBRIF. LTDA, 01.057.788/0001-35,ESTRADA DO PESSEGO,2681,,ITAQUERA,08260-001,GASOLINA,26/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,SAO PAULO,PESSEGO COMERCIO E SERVICOS DE COMB.E LUBRIF. LTDA, 01.057.788/0001-35,ESTRADA DO PESSEGO,2681,,ITAQUERA,08260-001,GASOLINA ADITIVADA,26/08/2026,"6,19",,R$ / litro,BRANCA
SE,SP,SAO PAULO,PESSEGO COMERCIO E SERVICOS DE COMB.E LUBRIF. LTDA, 01.057.788/0001-35,ESTRADA DO PESSEGO,2681,,ITAQUERA,08260-001,ETANOL,26/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,SOROCABA,AUTO POSTO GALLE PETRO LTDA, 06.914.631/0001-00,AVENIDA INDEPENDENCIA,3,,EDEN,18087-101,GASOLINA,26/08/2026,"6,39",,R$ / litro,RAIZEN
SE,SP,SOROCABA,AUTO POSTO GALLE PETRO LTDA, 06.914.631/0001-00,AVENIDA INDEPENDENCIA,3,,EDEN,18087-101,GASOLINA ADITIVADA,26/08/2026,"6,69",,R$ / litro,RAIZEN
SE,SP,SOROCABA,AUTO POSTO GALLE PETRO LTDA, 06.914.631/0001-00,AVENIDA INDEPENDENCIA,3,,EDEN,18087-101,ETANOL,26/08/2026,"3,69",,R$ / litro,RAIZEN
SE,SP,SOROCABA,AUTO POSTO MUNDIAL DE SOROCABA LTDA, 06.114.254/0001-17,AVENIDA JEROME CASE,2,,EDEN,18087-220,GASOLINA,26/08/2026,"6,59",,R$ / litro,RAIZEN
SE,SP,SOROCABA,AUTO POSTO MUNDIAL DE SOROCABA LTDA, 06.114.254/0001-17,AVENIDA JEROME CASE,2,,EDEN,18087-220,GASOLINA ADITIVADA,26/08/2026,"6,89",,R$ / litro,RAIZEN
SE,SP,SOROCABA,AUTO POSTO MUNDIAL DE SOROCABA LTDA, 06.114.254/0001-17,AVENIDA JEROME CASE,2,,EDEN,18087-220,ETANOL,26/08/2026,"3,79",,R$ / litro,RAIZEN
SE,SP,SOROCABA,AUTO POSTO PARANÃ LTDA, 03.351.714/0001-32,AVENIDA PARANÃ,4695,,ÃDEN,18105-000,GASOLINA,26/08/2026,"6,49",,R$ / litro,BRANCA
SE,SP,SOROCABA,AUTO POSTO PARANÃ LTDA, 03.351.714/0001-32,AVENIDA PARANÃ,4695,,ÃDEN,18105-000,ETANOL,26/08/2026,"3,99",,R$ / litro,BRANCA
SE,SP,SOROCABA,AUTO POSTO VICTOR ANDREWS LTDA, 03.075.328/0001-65,AVENIDA VICTOR ANDREW,1900,,ZONA INDUSTRIAL,18086-390,GASOLINA ADITIVADA,26/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,SOROCABA,AUTO POSTO VICTOR ANDREWS LTDA, 03.075.328/0001-65,AVENIDA VICTOR ANDREW,1900,,ZONA INDUSTRIAL,18086-390,ETANOL,26/08/2026,"3,17",,R$ / litro,BRANCA
SE,SP,SOROCABA,AUTO POSTO VICTOR ANDREWS LTDA, 03.075.328/0001-65,AVENIDA VICTOR ANDREW,1900,,ZONA INDUSTRIAL,18086-390,GASOLINA,26/08/2026,"6,19",,R$ / litro,BRANCA
SE,SP,VALINHOS,FLASHCAR AUTO POSTO LTDA, 08.939.550/0001-82,RODOVIA MUNICIPAL DOS ANDRADAS,1432,,JARDIM LORENA,13277-650,GASOLINA,26/08/2026,"5,89",,R$ / litro,BRANCA
SE,SP,VALINHOS,FLASHCAR AUTO POSTO LTDA, 08.939.550/0001-82,RODOVIA MUNICIPAL DOS ANDRADAS,1432,,JARDIM LORENA,13277-650,GASOLINA ADITIVADA,26/08/2026,"5,89",,R$ / litro,BRANCA
SE,SP,VALINHOS,FLASHCAR AUTO POSTO LTDA, 08.939.550/0001-82,RODOVIA MUNICIPAL DOS ANDRADAS,1432,,JARDIM LORENA,13277-650,ETANOL,26/08/2026,"3,29",,R$ / litro,BRANCA
SE,SP,VALINHOS,POSTO IMPERADOR D. PEDRO I LTDA., 06.346.272/0001-24,RODOVIA DOM PEDRO I - SP 65,S/N,KM    123.300,CONTENDAS,13273-292,GASOLINA,26/08/2026,"6,69",,R$ / litro,VIBRA
SE,SP,VALINHOS,POSTO IMPERADOR D. PEDRO I LTDA., 06.346.272/0001-24,RODOVIA DOM PEDRO I - SP 65,S/N,KM    123.300,CONTENDAS,13273-292,GASOLINA ADITIVADA,26/08/2026,"6,79",,R$ / litro,VIBRA
SE,SP,VALINHOS,POSTO IMPERADOR D. PEDRO I LTDA., 06.346.272/0001-24,RODOVIA DOM PEDRO I - SP 65,S/N,KM    123.300,CONTENDAS,13273-292,ETANOL,26/08/2026,"3,59",,R$ / litro,VIBRA
SE,SP,VALINHOS,AUTO POSTO SAO FERNANDO DE VALINHOS LTDA, 05.968.689/0001-66, MARGINAL A RODOVIA AGRICULTORES,44,,LOT.ESPIRITO SANTO,13273-250,GASOLINA,26/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,VALINHOS,AUTO POSTO SAO FERNANDO DE VALINHOS LTDA, 05.968.689/0001-66, MARGINAL A RODOVIA AGRICULTORES,44,,LOT.ESPIRITO SANTO,13273-250,GASOLINA ADITIVADA,26/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,VALINHOS,AUTO POSTO SAO FERNANDO DE VALINHOS LTDA, 05.968.689/0001-66, MARGINAL A RODOVIA AGRICULTORES,44,,LOT.ESPIRITO SANTO,13273-250,ETANOL,26/08/2026,"3,39",,R$ / litro,BRANCA
SE,SP,VALINHOS,AUTO POSTO APEX LTDA, 02.438.769/0001-11,RODOVIA FLAVIO DE CARVALHO,1618,,JD. ITAPUA,13273-000,GASOLINA,26/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,VALINHOS,AUTO POSTO APEX LTDA, 02.438.769/0001-11,RODOVIA FLAVIO DE CARVALHO,1618,,JD. ITAPUA,13273-000,GASOLINA ADITIVADA,26/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,VALINHOS,AUTO POSTO APEX LTDA, 02.438.769/0001-11,RODOVIA FLAVIO DE CARVALHO,1618,,JD. ITAPUA,13273-000,ETANOL,26/08/2026,"3,89",,R$ / litro,IPIRANGA
SE,SP,VALINHOS,RRC AUTO POSTO LTDA, 01.976.164/0001-11,RODOVIA FLAVIO DE CARVALHO,149,,VILA SANTANA,13273-000,GASOLINA,26/08/2026,"6,59",,R$ / litro,VIBRA
SE,SP,VALINHOS,RRC AUTO POSTO LTDA, 01.976.164/0001-11,RODOVIA FLAVIO DE CARVALHO,149,,VILA SANTANA,13273-000,GASOLINA ADITIVADA,26/08/2026,"6,59",,R$ / litro,VIBRA
SE,SP,ARACATUBA,AUTO POSTO IBIRAPUERA ARACATUBA LTDA, 03.993.928/0001-02,AVENIDA IBIRAPUERA,949,,JARDIM PLANALTO,16072-440,GASOLINA,26/08/2026,"6,29",,R$ / litro,VIBRA
SE,SP,ARACATUBA,AUTO POSTO IBIRAPUERA ARACATUBA LTDA, 03.993.928/0001-02,AVENIDA IBIRAPUERA,949,,JARDIM PLANALTO,16072-440,GASOLINA ADITIVADA,26/08/2026,"6,39",,R$ / litro,VIBRA
SE,SP,ARACATUBA,AUTO POSTO IBIRAPUERA ARACATUBA LTDA, 03.993.928/0001-02,AVENIDA IBIRAPUERA,949,,JARDIM PLANALTO,16072-440,ETANOL,26/08/2026,"3,29",,R$ / litro,VIBRA
SE,SP,ASSIS,AUTO POSTO UNIVERSIDADE DE ASSIS LTDA, 08.614.227/0001-39,AVENIDA DOM ANTONIO,1985,,VILA TENIS CLUBE,19806-173,GASOLINA,26/08/2026,"6,99",,R$ / litro,VIBRA
SE,SP,ASSIS,AUTO POSTO UNIVERSIDADE DE ASSIS LTDA, 08.614.227/0001-39,AVENIDA DOM ANTONIO,1985,,VILA TENIS CLUBE,19806-173,GASOLINA ADITIVADA,26/08/2026,"7,29",,R$ / litro,VIBRA
SE,SP,ASSIS,AUTO POSTO UNIVERSIDADE DE ASSIS LTDA, 08.614.227/0001-39,AVENIDA DOM ANTONIO,1985,,VILA TENIS CLUBE,19806-173,ETANOL,26/08/2026,"4,09",,R$ / litro,VIBRA
