UF,Município,CEP,Qtd. Veículos,Combustível Veículo,Potência Veículo,"Frota de veículos, por tipo e com placa, segundo os Municípios da Federação - JULHO/2026",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,"Frota de veículos, por tipo e com placa, segundo as Grandes Regiões e Unidades da Federação - JUL/2026",Ano Modelo,Ano Fabricação CRV,Marca Modelo,Ano Fabricação Veículo CRV
,,,,,,,,132323836,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,,,,,
,,,,,,UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,,,,,
,,,,,,PB,BERNARDINO BATISTA,715,196,0,13,0,53,16,0,8,4,400,10,9,0,5,0,0,0,0,0,0,1,,,,,
,,,,,,PB,BOA VENTURA,1721,416,0,22,0,82,20,0,18,9,1037,84,11,0,13,0,0,0,0,0,0,9,,,,,
,,,,,,PB,BOA VISTA,2695,1060,0,118,17,209,52,0,6,10,969,147,29,0,49,21,0,0,0,0,0,8,,,,,
,,,,,,PB,BOM JESUS,823,272,0,10,0,35,15,0,5,2,394,76,8,0,4,0,0,0,0,0,0,2,,,,,
,,,,,,PB,BOM SUCESSO,1639,247,0,12,0,81,22,0,6,6,1167,73,11,0,9,0,0,0,0,0,1,4,,,,,
,,,,,,PB,BONITO DE SANTA FE,3187,792,0,48,0,203,60,0,13,22,1804,209,6,0,14,1,0,1,0,0,1,13,,,,,
,,,,,,PB,BOQUEIRAO,6985,2221,0,263,48,598,117,0,9,26,3176,271,28,0,67,72,0,0,0,0,35,54,,,,,
,,,,,,PB,BORBOREMA,1420,447,0,48,1,99,14,0,4,10,733,36,6,0,12,0,0,0,0,0,1,9,,,,,
,,,,,,PB,BREJO DO CRUZ,6295,838,0,63,3,281,39,0,16,14,3447,1497,10,0,47,2,0,0,0,0,0,38,,,,,
,,,,,,PB,BREJO DOS SANTOS,2227,406,0,26,0,72,32,0,7,4,1499,135,8,0,14,1,0,0,0,0,0,23,,,,,
,,,,,,PB,CAAPORA,6182,2218,0,85,46,319,118,0,647,22,1917,633,29,0,80,38,0,1,0,0,1,28,,,,,
,,,,,,PB,CABACEIRAS,2004,838,0,59,7,200,43,0,0,14,730,59,24,0,8,11,0,1,0,0,0,10,,,,,
,,,,,,PB,CABEDELO,36431,15516,0,695,160,2622,1725,0,1594,61,9353,1747,73,0,540,304,0,18,0,5,17,2001,,,,,
,,,,,,PB,CACHOEIRA DOS INDIOS,3161,802,0,23,6,190,25,0,19,6,1811,208,14,0,26,22,0,0,0,0,0,9,,,,,
,,,,,,PB,CACIMBA DE AREIA,1178,292,0,9,0,90,8,0,4,7,725,21,6,0,7,0,0,0,0,0,1,8,,,,,
,,,,,,PB,CACIMBA DE DENTRO,4006,1391,0,121,5,224,64,0,6,26,1815,266,41,0,19,9,0,0,0,0,0,19,,,,,
,,,,,,PB,CACIMBAS,1884,517,0,20,0,123,19,0,1,12,1116,58,8,0,2,0,0,1,0,0,1,6,,,,,
,,,,,,PB,CAICARA,1875,504,0,19,0,85,28,0,13,7,1081,118,7,0,8,0,0,1,0,0,0,4,,,,,
,,,,,,PB,CAJAZEIRAS,44265,14262,0,465,56,3110,1053,0,255,68,17940,5818,91,0,416,82,0,5,0,1,17,626,,,,,
,,,,,,PB,CAJAZEIRINHAS,952,198,0,12,1,95,32,0,3,4,477,114,2,0,10,1,0,0,0,0,0,3,,,,,
,,,,,,PB,CALDAS BRANDAO,2232,676,0,50,2,96,22,0,61,5,1173,103,13,0,23,2,0,0,0,0,0,6,,,,,
,,,,,,PB,CAMALAU,1643,564,0,51,0,184,24,0,1,12,731,33,21,0,17,0,0,0,0,0,1,4,,,,,
,,,,,,PB,CAMPINA GRANDE,242700,103758,0,4751,893,14879,7503,0,7144,389,77388,14416,975,0,3332,1252,2,49,0,4,87,5878,,,,,
,,,,,,PB,CAPIM,2082,805,0,35,2,86,48,0,85,21,828,114,27,0,17,0,0,1,0,0,0,13,,,,,
,,,,,,PB,CARAUBAS,898,305,0,24,0,130,21,0,3,13,371,13,7,0,5,0,0,0,0,0,0,6,,,,,
,,,,,,PB,CARRAPATEIRA,885,188,0,9,0,95,6,0,1,4,539,34,4,0,2,0,0,0,0,0,0,3,,,,,
,,,,,,PB,CASSERENGUE,1717,731,0,66,2,132,50,0,3,8,602,98,21,0,2,0,0,0,0,0,1,1,,,,,
,,,,,,PB,CATINGUEIRA,1218,326,0,30,0,97,27,0,6,7,652,54,2,0,15,0,0,0,0,0,0,2,,,,,
,,,,,,PB,CATOLE DO ROCHA,19328,3948,0,322,46,808,342,0,58,78,10050,3156,33,0,203,72,0,2,0,0,3,207,,,,,
,,,,,,PB,CATURITE,2055,709,0,110,9,171,67,0,4,29,834,57,37,0,15,7,0,0,0,0,1,5,,,,,
,,,,,,PB,CONCEICAO,7200,1692,0,132,11,470,135,0,174,56,3829,606,13,0,41,8,0,1,0,0,4,28,,,,,
,,,,,,PB,CONDADO,2281,552,0,59,1,128,39,0,8,13,1176,251,10,0,33,1,0,0,0,0,2,8,,,,,
,,,,,,PB,CONDE,11313,3665,0,269,58,910,303,0,315,52,5026,277,59,0,154,74,0,1,0,8,0,142,,,,,
,,,,,,PB,CONGO,1601,567,0,35,2,159,38,0,1,19,722,16,9,0,18,2,0,0,0,0,0,13,,,,,
,,,,,,PB,COREMAS,7072,1173,0,104,4,519,120,0,41,42,4443,489,14,0,46,3,0,3,0,0,1,70,,,,,
,,,,,,PB,COXIXOLA,631,225,0,12,0,65,14,0,3,15,251,26,5,0,7,0,0,0,0,0,0,8,,,,,
,,,,,,PB,CRUZ DO ESPIRITO SANTO,6188,1830,0,57,4,264,76,0,124,14,3502,179,54,0,45,8,0,1,0,0,0,30,,,,,
,,,,,,PB,CUBATI,1794,738,0,72,5,128,21,0,6,12,719,42,11,0,27,2,0,1,0,0,1,9,,,,,
,,,,,,PB,CUITE,5770,2101,0,147,8,405,113,0,12,35,2425,357,24,0,61,11,0,0,0,0,0,71,,,,,
,,,,,,PB,CUITE DE MAMANGUAPE,2115,604,0,27,0,119,45,0,15,9,1113,110,45,0,19,0,0,0,0,0,0,9,,,,,
,,,,,,PB,CUITEGI,2344,686,0,30,4,107,23,0,111,5,1094,256,9,0,6,6,0,0,0,0,0,7,,,,,
,,,,,,PB,CURRAL DE CIMA,1827,461,0,28,1,160,31,0,1,6,1047,60,24,0,6,0,0,0,0,0,0,2,,,,,
,,,,,,PB,CURRAL VELHO,653,110,0,8,0,37,6,0,9,4,430,39,5,0,3,0,0,0,0,0,0,2,,,,,
,,,,,,PB,DAMIAO,959,494,0,50,0,82,22,0,1,10,270,11,14,0,3,0,0,1,0,0,0,1,,,,,
,,,,,,PB,DESTERRO,3298,986,0,43,4,204,35,0,7,20,1569,360,9,0,20,10,0,0,0,0,1,30,,,,,
,,,,,,PB,DIAMANTE,2019,490,0,25,0,95,18,0,36,9,1211,116,6,0,7,0,0,0,0,0,0,6,,,,,
,,,,,,PB,DONA INES,2901,858,0,67,0,152,67,0,9,33,1568,96,29,0,10,0,0,1,0,0,1,10,,,,,
,,,,,,PB,DUAS ESTRADAS,1092,335,0,12,0,54,22,0,10,11,529,104,9,0,0,0,0,0,0,0,0,6,,,,,
,,,,,,PB,EMAS,768,202,0,13,1,44,9,0,5,8,448,21,7,0,7,0,0,0,0,0,0,3,,,,,
,,,,,,PB,ESPERANCA,14580,5167,0,703,62,821,351,0,119,40,5961,807,101,0,170,87,0,1,0,0,18,172,,,,,
,,,,,,PB,FAGUNDES,3437,974,0,53,0,205,48,0,12,18,1940,102,54,0,14,1,0,1,0,0,0,15,,,,,
,,,,,,PB,FREI MARTINHO,480,145,0,16,1,35,12,0,0,3,229,24,11,0,1,2,0,1,0,0,0,0,,,,,
,,,,,,PB,GADO BRAVO,1767,722,0,77,0,140,41,0,0,54,669,21,26,0,12,0,0,2,0,0,0,3,,,,,
,,,,,,PB,GUARABIRA,30708,9114,0,712,71,1695,804,0,2050,88,12040,3270,310,0,169,76,0,3,0,0,20,286,,,,,
,,,,,,PB,GURINHEM,4358,1216,0,69,10,215,60,0,122,13,2431,105,37,0,50,10,0,0,0,0,3,17,,,,,
,,,,,,PB,GURJAO,880,335,0,35,3,71,9,0,0,5,371,19,6,0,10,11,0,0,0,0,0,5,,,,,
,,,,,,PB,IBIARA,1899,399,0,17,1,118,21,0,30,6,1152,139,2,0,9,1,0,0,0,0,0,4,,,,,
,,,,,,PB,IGARACY,2241,494,0,27,1,131,22,0,18,8,1443,76,9,0,7,1,0,0,0,0,1,3,,,,,
,,,,,,PB,IMACULADA,2291,718,0,27,3,173,46,0,52,29,1095,116,13,0,2,3,0,0,0,0,0,14,,,,,
,,,,,,PB,INGA,7578,1941,0,141,6,333,122,0,635,24,3819,390,53,0,77,4,0,1,0,0,0,32,,,,,
,,,,,,PB,ITABAIANA,11224,3306,0,201,8,680,317,0,813,19,4997,593,44,0,151,9,0,1,0,0,1,84,,,,,
,,,,,,PB,ITAPORANGA,11774,2822,0,177,10,674,155,0,349,52,6301,990,34,0,77,15,0,1,0,1,7,109,,,,,
,,,,,,PB,ITAPOROROCA,7826,2076,0,160,5,484,89,0,53,11,3836,988,58,0,32,5,0,0,0,0,0,29,,,,,
,,,,,,PB,ITATUBA,2815,760,0,78,15,197,37,0,49,7,1504,97,16,0,24,21,0,0,0,0,2,8,,,,,
,,,,,,PB,JACARAU,4862,1469,0,81,3,321,125,0,26,28,2458,257,39,0,29,2,0,1,0,0,0,23,,,,,
,,,,,,PB,JERICO,2977,620,0,41,3,207,51,0,3,15,1751,191,4,0,42,3,0,0,0,0,2,44,,,,,
,,,,,,PB,JOAO PESSOA,515106,242657,0,7722,1194,31939,22681,0,13413,1242,150883,15971,3043,0,5372,1368,13,263,0,22,144,17179,,,,,
,,,,,,PB,JUAREZ TAVORA,3104,936,0,43,0,172,35,0,68,5,1661,131,25,0,20,0,0,0,0,0,0,8,,,,,
,,,,,,PB,JUAZEIRINHO,4837,2159,0,122,16,320,87,0,61,29,1739,146,22,0,78,19,0,1,0,0,2,36,,,,,
,,,,,,PB,JUNCO DO SERIDO,1748,731,0,96,14,153,30,0,16,7,578,63,11,0,19,15,0,0,0,0,0,15,,,,,
,,,,,,PB,JURIPIRANGA,2656,984,0,63,6,161,86,0,116,10,946,165,29,0,59,3,0,1,0,0,1,26,,,,,
,,,,,,PB,JURU,2173,558,0,30,0,174,40,0,10,8,1249,84,6,0,3,0,0,0,0,0,1,10,,,,,
,,,,,,PB,LAGOA,1451,330,0,28,0,75,21,0,5,6,883,87,7,0,5,0,0,0,0,0,0,4,,,,,
,,,,,,PB,LAGOA DE DENTRO,2624,813,0,60,2,189,73,0,19,14,1271,134,22,0,16,0,0,0,0,0,0,11,,,,,
,,,,,,PB,LAGOA SECA,12128,3977,0,293,18,1045,298,0,167,63,5349,514,32,0,108,29,0,0,0,0,5,230,,,,,
,,,,,,PB,LASTRO,1296,191,0,13,0,69,5,0,1,6,916,78,9,0,2,0,0,1,0,0,0,5,,,,,
,,,,,,PB,LIVRAMENTO,1584,555,0,47,0,130,34,0,1,9,712,69,12,0,8,0,0,0,0,0,2,5,,,,,
,,,,,,PB,LOGRADOURO,736,191,0,7,0,33,8,0,11,3,406,52,20,0,1,0,0,0,0,0,0,4,,,,,
,,,,,,PB,LUCENA,4386,1301,0,33,1,268,112,0,141,19,2105,279,34,0,52,1,0,1,0,0,3,36,,,,,
,,,,,,PB,MAE D'AGUA,931,239,0,8,0,65,8,0,6,2,546,35,5,0,3,0,0,1,0,0,0,13,,,,,
,,,,,,PB,MALTA,2085,459,0,31,3,113,26,0,29,10,1061,306,10,0,29,2,0,0,0,0,0,6,,,,,
,,,,,,PB,MAMANGUAPE,22357,6900,0,614,46,1144,472,0,649,27,9589,2145,154,0,366,50,2,2,0,0,1,196,,,,,
,,,,,,PB,MANAIRA,2353,547,0,58,0,174,23,0,26,19,1386,80,7,0,15,1,0,0,0,0,0,17,,,,,
,,,,,,PB,MARCACAO,2148,687,0,19,0,185,43,0,43,10,965,137,18,0,23,0,0,1,0,0,0,17,,,,,
,,,,,,PB,MARI,7995,2144,0,143,9,347,101,0,173,13,4121,775,75,0,59,8,0,0,0,1,2,24,,,,,
,,,,,,PB,MARIZOPOLIS,2245,589,0,60,6,102,20,0,16,12,1076,326,10,0,14,3,0,0,0,0,0,11,,,,,
,,,,,,PB,MASSARANDUBA,4804,1422,0,53,5,309,88,0,38,41,2637,120,18,0,41,11,0,0,0,0,0,21,,,,,
,,,,,,PB,MATARACA,2302,731,0,51,5,133,38,0,17,6,1122,106,27,0,44,9,0,0,0,0,0,13,,,,,
,,,,,,PB,MATINHAS,1351,432,0,18,0,160,30,0,3,6,651,30,7,0,6,0,0,0,0,0,0,8,,,,,
,,,,,,PB,MATO GROSSO,1276,292,0,31,6,97,24,0,0,6,617,154,9,0,16,12,0,0,0,0,0,12,,,,,
,,,,,,PB,MATUREIA,2306,739,0,33,2,168,39,0,5,32,1165,84,15,0,12,2,0,0,0,0,0,10,,,,,
,,,,,,PB,MOGEIRO,4593,952,0,48,2,206,37,0,194,14,2829,233,20,0,35,2,0,1,0,0,0,20,,,,,
,,,,,,PB,MONTADAS,1757,780,0,86,1,119,31,0,10,13,574,100,13,0,19,0,0,1,0,0,0,10,,,,,
,,,,,,PB,MONTE HOREBE,1480,381,0,14,0,90,28,0,3,7,798,140,7,0,10,0,0,0,0,0,0,2,,,,,
,,,,,,PB,MONTEIRO,16540,5070,0,365,107,1340,344,0,80,104,7432,1155,85,0,118,126,0,2,0,0,10,202,,,,,
,,,,,,PB,MULUNGU,2892,763,0,82,3,143,42,0,32,20,1651,92,26,0,23,6,0,1,0,0,1,7,,,,,
,,,,,,PB,NATUBA,1049,325,0,61,1,121,14,0,2,14,470,21,10,0,2,0,0,1,0,0,0,7,,,,,
,,,,,,PB,NAZAREZINHO,2253,494,0,36,0,205,29,0,9,12,1230,205,9,0,15,0,0,0,0,0,0,9,,,,,
,,,,,,PB,NOVA FLORESTA,1909,581,0,48,7,129,43,0,6,14,889,139,9,0,19,4,0,0,0,0,1,20,,,,,
,,,,,,PB,NOVA OLINDA,2295,467,0,25,1,100,34,0,28,8,1484,120,9,0,4,2,0,0,0,0,1,12,,,,,
,,,,,,PB,NOVA PALMEIRA,965,413,0,34,5,84,16,0,2,7,341,40,9,0,5,6,0,0,0,0,0,3,,,,,
,,,,,,PB,OLHO D'AGUA,1725,418,0,23,1,155,56,0,5,8,934,79,12,0,28,1,0,0,0,0,0,5,,,,,
,,,,,,PB,OLIVEDOS,1164,542,0,56,2,99,13,0,3,4,382,10,21,0,17,5,0,0,0,0,0,10,,,,,
,,,,,,PB,OURO VELHO,818,303,0,23,1,63,15,0,2,21,320,33,14,0,16,2,0,0,0,0,0,5,,,,,
,,,,,,PB,PARARI,560,203,0,7,0,46,3,0,0,4,281,9,4,0,2,0,0,0,0,0,0,1,,,,,
,,,,,,PB,PASSAGEM,944,295,0,16,0,67,18,0,4,3,456,56,12,0,10,0,0,0,0,0,1,6,,,,,
,,,,,,PB,PATOS,69033,20221,0,951,97,3514,1354,0,2862,156,27916,9694,86,0,887,157,0,4,0,0,51,1083,,,,,
,,,,,,PB,PAULISTA,5407,981,0,125,28,467,72,0,37,15,2615,895,21,0,43,41,0,0,0,0,0,67,,,,,
,,,,,,PB,PEDRA BRANCA,1105,205,0,14,1,63,12,0,18,7,712,50,8,0,4,1,0,0,0,0,0,10,,,,,
,,,,,,PB,PEDRA LAVRADA,1698,717,0,56,8,141,40,0,2,5,633,41,22,0,15,14,0,2,0,0,0,2,,,,,
,,,,,,PB,PEDRAS DE FOGO,14032,4114,0,498,51,983,362,0,1263,52,4209,1705,157,0,423,98,0,1,0,1,17,98,,,,,
,,,,,,PB,PEDRO REGIS,1395,409,0,26,1,105,15,0,7,3,752,51,10,0,9,1,0,0,0,0,0,6,,,,,
,,,,,,PB,PIANCO,7912,1664,0,126,10,473,135,0,59,39,4586,699,10,0,39,8,0,0,0,0,1,63,,,,,
,,,,,,PB,PICUI,5327,1742,0,154,13,341,97,0,7,19,2231,541,70,0,58,9,0,0,0,0,2,43,,,,,
,,,,,,PB,PILAR,4062,1165,0,59,0,187,49,0,144,8,2272,110,22,0,37,0,0,0,0,0,0,9,,,,,
,,,,,,PB,PILOES,2243,634,0,57,0,134,33,0,11,3,1184,152,18,0,8,0,0,0,0,0,0,9,,,,,
,,,,,,PB,PILOEZINHOS,1979,406,0,14,0,82,28,0,54,4,1237,142,8,0,3,0,0,0,0,0,0,1,,,,,
,,,,,,PB,PIRPIRITUBA,3483,896,0,55,3,196,65,0,121,4,1782,305,20,0,15,0,0,0,0,0,0,21,,,,,
,,,,,,PB,PITIMBU,4794,1445,0,77,11,454,149,0,590,58,1597,284,14,0,43,9,0,2,0,0,1,60,,,,,
,,,,,,PB,POCINHOS,4996,2236,0,207,24,366,87,0,11,37,1611,225,64,0,65,29,0,0,0,0,3,31,,,,,
,,,,,,PB,POCO DANTAS,960,184,0,13,0,54,15,0,1,3,648,28,10,0,2,0,0,0,0,0,0,2,,,,,
,,,,,,PB,POCO DE JOSE DE MOURA,1329,325,0,9,0,65,25,0,3,5,773,105,10,0,4,0,0,0,0,0,0,5,,,,,
,,,,,,PB,POMBAL,18374,3916,0,423,36,1082,405,0,174,76,8352,3364,39,0,216,75,3,3,0,0,6,204,,,,,
,,,,,,PB,PRATA,964,329,0,26,7,102,20,0,3,15,395,44,7,0,8,5,0,0,0,0,0,3,,,,,
,,,,,,PB,PRINCESA ISABEL,9674,2873,0,253,23,929,227,0,274,128,4131,565,42,0,55,45,0,2,0,0,9,118,,,,,
,,,,,,PB,PUXINANA,3790,1464,0,112,23,270,54,0,29,56,1421,241,16,0,40,46,0,2,0,0,1,15,,,,,
,,,,,,PB,QUEIMADAS,20939,7476,0,584,80,1121,588,0,507,161,8857,1022,152,0,167,131,0,3,0,0,6,84,,,,,
,,,,,,PB,QUIXABA,719,207,0,9,0,36,10,0,12,3,384,46,6,0,4,0,0,0,0,0,0,2,,,,,
,,,,,,PB,REMIGIO,7248,2692,0,280,19,471,250,0,35,14,3022,278,47,0,54,21,0,0,0,0,3,62,,,,,
,,,,,,PB,RIACHAO,738,203,0,8,0,34,12,0,3,4,441,20,8,0,3,0,0,0,0,0,0,2,,,,,
,,,,,,PB,RIACHAO DO BACAMARTE,1823,565,0,36,0,94,23,0,92,5,875,77,11,0,35,0,0,0,0,0,0,10,,,,,
,,,,,,PB,RIACHAO DO POCO,1838,519,0,35,1,113,18,0,15,3,1021,77,20,0,11,2,0,0,0,0,0,3,,,,,
,,,,,,PB,RIACHO DE SANTO ANTONIO,442,216,0,26,4,43,14,0,0,6,114,1,8,0,3,3,0,0,0,0,0,4,,,,,
,,,,,,PB,RIACHO DOS CAVALOS,2935,583,0,46,1,213,53,0,6,7,1548,431,9,0,22,1,0,0,0,0,0,15,,,,,
,,,,,,PB,RIO TINTO,9204,3380,0,144,7,476,254,0,198,34,3547,891,92,0,92,9,0,1,0,0,0,79,,,,,
,,,,,,PB,SALGADINHO,676,285,0,8,0,59,10,0,1,4,267,23,6,0,3,0,0,1,0,0,1,8,,,,,
,,,,,,PB,SALGADO DE SAO FELIX,2843,852,0,48,0,220,64,0,71,13,1427,92,19,0,24,0,0,0,0,0,0,13,,,,,
,,,,,,PB,SANTA CECILIA,729,290,0,78,0,112,33,0,3,11,164,12,14,0,1,0,0,0,0,0,0,11,,,,,
,,,,,,PB,SANTA CRUZ,1599,388,0,27,0,111,20,0,6,5,912,90,24,0,8,1,1,0,0,0,0,6,,,,,
,,,,,,PB,SANTA HELENA,1734,498,0,17,0,117,30,0,4,7,843,169,19,0,19,1,0,0,0,0,0,10,,,,,
,,,,,,PB,SANTA INES,1052,194,0,18,1,79,11,0,16,4,694,30,1,0,0,1,0,0,0,0,0,3,,,,,
,,,,,,PB,SANTA LUZIA,7947,2350,0,183,22,384,252,0,204,20,3345,979,24,0,84,29,0,3,0,0,6,62,,,,,
,,,,,,PB,SANTA RITA,58292,22970,0,1128,131,2612,1244,0,2269,120,24103,1988,314,0,851,172,0,9,0,5,19,357,,,,,
,,,,,,PB,SANTA TERESINHA,1862,419,0,32,1,103,39,0,18,8,1121,104,5,0,4,2,0,0,0,0,0,6,,,,,
,,,,,,PB,SANTANA DE MANGUEIRA,1490,286,0,3,0,82,17,0,7,2,1041,40,4,0,4,1,0,0,0,0,1,2,,,,,
,,,,,,PB,SANTANA DOS GARROTES,1979,518,0,23,0,120,41,0,23,11,1171,49,6,0,7,0,0,0,0,0,0,10,,,,,
,,,,,,PB,SANTAREM,675,185,0,9,0,42,8,0,0,5,353,57,11,0,1,0,0,0,0,0,0,4,,,,,
,,,,,,PB,SANTO ANDRE,794,277,0,22,3,39,15,0,0,7,384,8,23,0,10,4,0,0,0,0,0,2,,,,,
,,,,,,PB,SAO BENTINHO,1349,348,0,29,1,99,35,0,7,7,603,198,5,0,12,2,0,0,0,0,0,3,,,,,
,,,,,,PB,SAO BENTO,21574,2723,0,302,103,1324,243,0,205,46,9975,6020,46,0,157,182,0,1,0,0,1,246,,,,,
,,,,,,PB,SAO DOMINGOS DE POMBAL,871,184,0,18,0,50,12,0,5,6,530,56,6,0,4,0,0,0,0,0,0,0,,,,,
,,,,,,PB,SAO DOMINGOS DO CARIRI,924,326,0,16,0,97,17,0,0,8,398,37,10,0,6,0,0,0,0,0,0,9,,,,,
,,,,,,PB,SAO FRANCISCO,1275,331,0,16,2,61,12,0,5,1,714,113,11,0,7,2,0,0,0,0,0,0,,,,,
,,,,,,PB,SAO JOAO DO CARIRI,1574,686,0,36,1,152,23,0,3,5,587,43,15,0,12,4,0,0,0,0,0,7,,,,,
,,,,,,PB,SAO JOAO DO RIO DO PEIXE,7297,1756,0,108,5,435,93,0,19,29,3572,1152,30,0,36,9,0,1,0,0,2,50,,,,,
,,,,,,PB,SAO JOAO DO TIGRE,770,213,0,21,1,77,23,0,1,7,407,8,6,0,2,0,0,0,0,0,0,4,,,,,
,,,,,,PB,SAO JOSE DA LAGOA TAPADA,1831,465,0,43,0,153,42,0,2,14,1005,78,12,0,7,0,0,0,0,0,0,10,,,,,
,,,,,,PB,SAO JOSE DE CAIANA,1996,450,0,21,2,117,17,0,24,11,1258,76,8,0,6,2,0,0,0,0,0,4,,,,,
,,,,,,PB,SAO JOSE DE ESPINHARAS,1104,289,0,19,0,69,15,0,11,5,615,48,15,0,12,3,0,0,0,0,0,3,,,,,
,,,,,,PB,SAO JOSE DE PIRANHAS,8231,1986,0,85,1,578,141,0,14,29,3960,1273,29,0,73,1,0,2,0,0,1,58,,,,,
,,,,,,PB,SAO JOSE DE PRINCESA,649,108,0,13,1,63,7,0,7,71,343,23,10,0,1,0,0,0,0,0,0,2,,,,,
,,,,,,PB,SAO JOSE DO BONFIM,1298,310,0,14,0,64,5,0,44,2,773,59,9,0,18,0,0,0,0,0,0,0,,,,,
,,,,,,PB,SAO JOSE DO BREJO DO CRUZ,367,76,0,7,0,23,4,0,3,3,211,33,7,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,PB,SAO JOSE DO SABUGI,1230,362,0,32,1,107,29,0,7,5,526,129,16,0,3,0,0,0,0,0,0,13,,,,,
,,,,,,PB,SAO JOSE DOS CORDEIROS,825,337,0,36,3,69,8,0,1,9,316,12,13,0,7,9,0,0,0,0,0,5,,,,,
,,,,,,PB,SAO JOSE DOS RAMOS,1921,504,0,34,1,107,47,0,41,4,1124,36,10,0,8,1,0,0,0,0,0,4,,,,,
,,,,,,PB,SAO MAMEDE,2831,803,0,52,10,219,43,0,37,4,1364,200,13,0,50,7,0,2,0,0,1,26,,,,,
,,,,,,PB,SAO MIGUEL DE TAIPU,2173,601,0,37,1,149,22,0,38,3,1219,57,11,0,19,1,0,0,0,0,0,15,,,,,
,,,,,,PB,SAO SEBASTIAO DE LAGOA DE ROCA,4452,1650,0,183,6,299,62,0,26,22,1962,158,17,0,32,7,0,0,0,0,1,27,,,,,
,,,,,,PB,SAO SEBASTIAO DO UMBUZEIRO,698,239,0,10,0,78,22,0,1,7,306,17,10,0,4,0,0,1,0,0,1,2,,,,,
,,,,,,PB,SAO VICENTE DO SERIDO,2274,1144,0,63,1,133,36,0,4,18,791,26,22,0,31,0,0,0,0,0,0,5,,,,,
,,,,,,PB,SAPE,23684,6504,0,498,29,1131,393,0,431,42,11750,2365,175,0,199,41,0,3,0,2,3,118,,,,,
,,,,,,PB,SERRA BRANCA,4491,1667,0,121,4,311,102,0,16,24,1977,185,23,0,36,5,0,1,0,0,1,18,,,,,
,,,,,,PB,SERRA DA RAIZ,654,220,0,14,0,37,5,0,5,6,312,42,8,0,1,1,0,0,0,0,0,3,,,,,
,,,,,,PB,SERRA GRANDE,874,272,0,10,0,42,14,0,3,8,486,23,9,0,5,0,0,0,0,0,0,2,,,,,
,,,,,,PB,SERRA REDONDA,2441,718,0,32,4,113,39,0,47,16,1370,68,9,0,11,3,0,0,0,0,0,11,,,,,
,,,,,,PB,SERRARIA,1333,486,0,22,1,67,24,0,4,10,663,22,21,0,1,1,0,0,0,0,1,10,,,,,
,,,,,,PB,SERTAOZINHO,1838,526,0,10,0,96,16,0,24,5,971,137,23,0,7,5,0,0,0,0,0,18,,,,,
,,,,,,PB,SOBRADO,3993,1039,0,128,4,359,37,0,32,2,2117,198,13,0,37,6,0,1,0,0,1,19,,,,,
,,,,,,PB,SOLANEA,11617,4153,0,306,10,731,291,0,31,51,4921,860,65,0,70,10,0,1,0,0,7,110,,,,,
,,,,,,PB,SOLEDADE,6266,2096,0,262,39,441,83,0,44,36,2674,361,35,0,83,68,0,1,0,0,6,37,,,,,
,,,,,,PB,SOSSEGO,663,335,0,37,0,63,9,0,0,7,187,7,6,0,7,2,0,0,0,0,0,3,,,,,
,,,,,,PB,SOUSA,42037,10760,0,1243,165,1997,646,0,405,64,18756,6820,102,0,363,262,0,0,0,0,29,425,,,,,
,,,,,,PB,SUME,6778,2370,0,152,17,536,128,0,19,39,3054,312,33,0,54,19,0,1,0,0,2,42,,,,,
,,,,,,PB,TACIMA,1670,533,0,38,0,87,33,0,7,6,866,70,20,0,3,0,0,1,0,0,0,6,,,,,
,,,,,,PB,TAPEROA,3578,1216,0,108,0,274,57,0,7,27,1626,178,14,0,45,7,0,0,0,0,0,19,,,,,
,,,,,,PB,TAVARES,3194,813,0,54,2,245,58,0,32,31,1808,87,21,0,14,2,0,0,0,0,0,27,,,,,
,,,,,,PB,TEIXEIRA,9760,3085,0,164,8,607,164,0,163,46,4981,385,31,0,39,13,0,0,0,0,2,72,,,,,
